customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,AvgMonthlySpend,ServiceCount,HasInternetService
3547-LQRIK,Female,0.0,Yes,No,0.6527777777777778,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,0.0860696517412935,1250.85,No,1916.1957446808508,0,0
5843-TTHGI,Female,0.0,No,No,0.25,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,0.3159203980099502,892.7,No,3570.8,1,1
1849-RJYIG,Female,0.0,No,No,0.11111111111111116,Yes,No,DSL,Yes,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,0.4154228855721393,487.75,No,4389.749999999998,2,1
8868-GAGIO,Male,0.0,Yes,No,0.625,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,0.6597014925373134,3713.95,No,5942.32,2,1
4061-UKJWL,Male,0.0,No,No,0.041666666666666685,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,0.2706467661691543,141.7,No,3400.7999999999984,0,1
5380-XPJNZ,Female,0.0,No,No,0.5277777777777778,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,0.017910447761194048,678.2,No,1285.0105263157895,0,0
8263-QMNTJ,Male,0.0,Yes,No,1.0,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,0.9681592039800995,8425.3,No,8425.3,6,1
8178-EYZUO,Male,0.0,No,No,0.638888888888889,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,0.7507462686567165,4154.8,Yes,6503.165217391304,3,1
3230-JCNZS,Female,0.0,Yes,Yes,0.9861111111111112,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,Two year,Yes,Credit card (automatic),0.8034825870646766,7061.65,No,7161.109859154929,4,1
0277-ORXQS,Male,0.0,Yes,Yes,0.9166666666666667,No,No phone service,DSL,No,No,No,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),0.3213930348258706,3364.55,No,3670.418181818182,3,1
3230-WYKIR,Male,0.0,No,No,0.25,Yes,Yes,DSL,No,No,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),0.6343283582089552,1425.45,Yes,5701.8,4,1
7996-BPXHY,Female,0.0,Yes,Yes,0.18055555555555558,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),0.06716417910447758,332.5,No,1841.5384615384612,0,0
3227-WLKLI,Female,0.0,Yes,Yes,0.9027777777777779,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),0.7293532338308457,5963.95,No,6606.221538461537,6,1
0407-BDJKB,Male,0.0,Yes,No,0.8333333333333333,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,0.7711442786069651,5742.9,Yes,6891.4800000000005,3,1
2266-FUBDZ,Male,0.0,Yes,Yes,0.20833333333333337,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,0.010945273631840835,278.85,No,1338.4799999999998,0,0
8237-ULIXL,Female,0.0,Yes,No,1.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),0.06567164179104479,1871.85,No,1871.85,0,0
9600-UDOPK,Male,0.0,Yes,No,0.4166666666666667,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),0.754228855721393,2866.45,Yes,6879.48,2,1
8216-AZUUZ,Female,0.0,Yes,Yes,0.5833333333333334,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,0.8174129353233831,4303.65,No,7377.685714285713,4,1
9153-BTBVV,Female,0.0,Yes,No,0.9861111111111112,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),0.06716417910447758,1753.0,No,1777.6901408450703,0,0
4074-SJFFA,Female,0.0,No,No,0.013888888888888895,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,0.36318407960199,54.75,Yes,3941.999999999998,1,1
5186-PEIZU,Female,0.0,No,No,0.48611111111111116,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),0.009950248756218916,617.65,No,1270.5942857142854,0,0
1074-AMIOH,Female,0.0,Yes,Yes,0.7361111111111112,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),0.8955223880597014,5935.1,No,8062.777358490566,5,1
4910-GMJOT,Female,0.0,No,No,0.013888888888888895,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,0.7597014925373133,94.6,Yes,6811.199999999996,2,1
4361-FEBGN,Male,0.0,No,No,0.6666666666666667,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),0.018905472636815912,982.95,No,1474.425,0,0
0380-ZCSBI,Male,0.0,No,No,0.13888888888888895,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),0.017412935323383116,198.7,No,1430.6399999999992,0,0
7145-FEJWU,Female,0.0,No,Yes,0.16666666666666669,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,0.8661691542288557,1275.65,No,7653.9,4,1
3969-JQABI,Female,0.0,Yes,No,0.8055555555555556,Yes,No,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),0.46766169154228854,3791.6,No,4706.813793103448,3,1
9624-EGDEQ,Female,0.0,No,No,0.513888888888889,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,0.015422885572139333,813.3,No,1582.6378378378377,0,0
1051-EQPZR,Female,0.0,Yes,Yes,0.6111111111111112,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,0.01343283582089555,780.25,No,1276.7727272727273,0,0
5849-ASHZJ,Male,0.0,No,Yes,0.37500000000000006,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),0.017910447761194048,552.9,No,1474.3999999999996,0,0
5780-INQIK,Female,0.0,No,No,0.11111111111111116,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,No,Electronic check,0.3099502487562189,408.25,No,3674.249999999998,1,1
8384-FZBJK,Female,0.0,Yes,Yes,0.7916666666666667,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,0.8194029850746267,5611.7,No,7088.463157894736,3,1
3750-RNQKR,Female,0.0,No,No,0.16666666666666669,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,0.011940298507462643,246.25,No,1477.4999999999998,0,0
0962-CQPWQ,Female,0.0,Yes,Yes,0.8611111111111112,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),0.020398009950248763,1296.15,No,1505.2064516129033,0,0
3096-YXENJ,Female,0.0,Yes,No,0.9027777777777779,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),0.8895522388059702,7082.85,No,7845.618461538461,5,1
1265-BCFEO,Female,0.0,Yes,No,0.9861111111111112,Yes,Yes,DSL,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),0.618905472636816,5662.25,No,5742.0,4,1
5837-LXSDN,Female,0.0,Yes,Yes,0.29166666666666674,Yes,No,DSL,No,Yes,No,No,Yes,No,One year,Yes,Credit card (automatic),0.40398009950248753,1215.45,No,4167.257142857142,2,1
5945-AZYHT,Male,0.0,Yes,No,0.9861111111111112,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,0.9089552238805969,7854.15,No,7964.771830985915,5,1
8325-QRPZR,Female,0.0,No,No,0.09722222222222221,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,0.5661691542288557,525.0,No,5400.000000000001,1,1
6384-VMJHP,Female,0.0,No,No,1.0,Yes,No,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,Yes,Credit card (automatic),0.544776119402985,5265.2,No,5265.2,5,1
2262-SLNVK,Female,0.0,No,No,0.013888888888888895,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,0.5159203980099502,70.1,No,5047.199999999997,0,1
7730-CLDSV,Female,0.0,Yes,Yes,1.0,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),0.8,7129.45,No,7129.45,4,1
1135-HIORI,Female,0.0,Yes,Yes,0.888888888888889,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,0.9273631840796019,7266.95,No,8175.318749999999,5,1
0164-APGRB,Female,0.0,No,No,1.0,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,0.9616915422885572,8496.7,No,8496.7,6,1
6481-ESCNL,Female,0.0,No,No,0.4027777777777778,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),0.8189054726368159,2878.75,No,7147.241379310344,3,1
1790-NESIO,Female,0.0,No,No,0.18055555555555558,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,0.021393034825870627,261.3,No,1447.1999999999998,0,0
1550-EENBN,Female,0.0,No,No,0.4305555555555556,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,No,Electronic check,0.8567164179104476,3205.6,No,7445.264516129032,4,1
4323-SADQS,Male,0.0,Yes,Yes,0.09722222222222221,No,No phone service,DSL,Yes,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,0.1616915422885572,279.25,Yes,2872.2857142857147,2,1
4446-BZKHU,Male,0.0,Yes,No,0.8472222222222223,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,0.8686567164179104,6281.45,Yes,7414.170491803277,4,1
5202-IVJNU,Female,0.0,No,Yes,0.5416666666666667,No,No phone service,DSL,No,No,Yes,No,No,No,Month-to-month,No,Credit card (automatic),0.11791044776119403,1131.3,Yes,2088.553846153846,1,1
5976-JCJRH,Male,0.0,Yes,No,0.13888888888888895,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,0.517910447761194,738.2,Yes,5315.039999999998,0,1
8198-RKSZG,Female,0.0,Yes,Yes,0.19444444444444448,Yes,Yes,DSL,No,Yes,No,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),0.618905472636816,1137.05,No,5847.685714285713,4,1
0137-OCGAB,Female,0.0,No,No,0.013888888888888895,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,0.6164179104477612,80.2,Yes,5774.399999999998,1,1
3351-NQLDI,Female,0.0,Yes,Yes,0.9305555555555556,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,Yes,One year,Yes,Credit card (automatic),0.7572139303482586,6341.45,Yes,6814.692537313433,3,1
9297-EONCV,Female,0.0,No,No,1.0,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),0.7273631840796019,6697.2,No,6697.2,6,1
7593-JNWRU,Male,0.0,Yes,Yes,0.08333333333333343,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),0.2621890547263681,260.8,Yes,3129.5999999999967,0,1
4588-YBNIB,Female,0.0,No,No,0.013888888888888895,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,0.01343283582089555,19.6,Yes,1411.1999999999994,0,0
1069-QJOEE,Male,0.0,Yes,Yes,0.34722222222222227,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,0.016417910447761197,505.45,No,1455.6959999999997,0,0
7799-DSEWS,Male,0.0,No,No,0.25,Yes,No,DSL,Yes,No,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,0.4985074626865671,1299.8,No,5199.2,4,1
8766-PAFNE,Male,0.0,Yes,No,0.9861111111111112,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),0.6054726368159203,5564.85,No,5643.228169014084,5,1
3130-ICDUP,Female,0.0,No,Yes,0.02777777777777779,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Credit card (automatic),0.6199004975124378,188.1,No,6771.599999999997,1,1
0820-FNRNX,Male,0.0,Yes,Yes,0.23611111111111116,Yes,Yes,DSL,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,0.48208955223880595,1077.05,No,4561.623529411763,3,1
0880-FVFWF,Male,0.0,No,No,0.7777777777777778,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,0.6781094527363184,4922.4,No,6328.799999999999,2,1
4611-ANLQC,Female,0.0,Yes,No,0.8333333333333333,No,No phone service,DSL,Yes,Yes,Yes,No,No,Yes,One year,No,Electronic check,0.31641791044776113,2911.5,No,3493.8,4,1
4213-HKBJO,Female,0.0,No,No,0.45833333333333337,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),0.0741293532338308,826.1,No,1802.3999999999999,0,0
2792-LSHWX,Female,0.0,No,No,0.013888888888888895,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,0.6482587064676617,83.4,No,6004.799999999997,3,1
5028-GZLDO,Male,0.0,No,No,0.02777777777777779,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),0.5218905472636816,140.7,Yes,5065.199999999997,0,1
0014-BMAQU,Male,0.0,Yes,No,0.875,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,No,Two year,Yes,Credit card (automatic),0.6606965174129353,5377.8,No,6146.057142857143,2,1
9018-PCIOK,Female,0.0,No,No,0.7638888888888888,Yes,No,DSL,No,Yes,Yes,No,No,Yes,Two year,Yes,Mailed check,0.46268656716417905,3617.1,No,4735.112727272727,3,1
4837-QUSFT,Female,0.0,Yes,No,0.9027777777777779,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No,One year,Yes,Bank transfer (automatic),0.8149253731343283,6643.5,No,7358.953846153845,4,1
6877-TJMBR,Male,0.0,Yes,No,0.013888888888888895,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,0.662189054726368,84.8,Yes,6105.599999999997,2,1
9953-ZMKSM,Male,0.0,No,No,0.875,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,0.06965174129353235,1559.3,No,1782.0571428571427,0,0
7665-NKLAV,Female,0.0,Yes,Yes,0.5,No,No phone service,DSL,Yes,No,Yes,Yes,No,No,Two year,No,Credit card (automatic),0.22288557213930343,1547.35,No,3094.7,3,1
6769-DCQLI,Male,0.0,No,No,0.7222222222222223,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),0.8631840796019901,5426.85,Yes,7514.099999999999,5,1
2433-KMEAS,Male,0.0,No,No,0.3055555555555556,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,0.36019900497512436,1127.35,Yes,3689.5090909090904,1,1
4391-LNRXK,Male,0.0,No,No,0.3055555555555556,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),0.76318407960199,2142.8,No,7012.8,4,1
2195-ZRVAX,Female,0.0,Yes,No,0.6527777777777778,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,0.6671641791044776,4045.65,Yes,6197.591489361702,2,1
3550-SAHFP,Female,0.0,No,No,0.45833333333333337,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,0.6477611940298507,2757.85,Yes,6017.127272727272,1,1
2011-TRQYE,Male,0.0,No,No,0.25,No,No phone service,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),0.15174129353233828,600.0,Yes,2400.0,2,1
8562-GHPPI,Female,0.0,No,No,0.013888888888888895,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),0.015422885572139333,19.8,No,1425.5999999999995,0,0
5893-PYOLZ,Male,0.0,No,No,0.7777777777777778,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),0.6323383084577113,4534.45,No,5830.007142857143,5,1
4986-MXSFP,Female,0.0,No,No,0.02777777777777779,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,0.017412935323383116,40.9,No,1472.3999999999992,0,0
6131-FOYAS,Male,0.0,No,No,0.48611111111111116,Yes,Yes,DSL,Yes,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,0.41144278606965173,2094.9,No,4309.5085714285715,2,1
3027-YNWZU,Female,0.0,Yes,No,0.888888888888889,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),0.06716417910447758,1584.8,No,1782.8999999999999,0,0
5609-IMCGG,Female,0.0,No,No,0.20833333333333337,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),0.6577114427860695,1302.65,No,6252.719999999999,2,1
4873-ILOLJ,Male,0.0,No,No,0.33333333333333337,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,0.717412935323383,2238.5,Yes,6715.499999999999,2,1
4727-MCYZG,Male,0.0,No,No,0.013888888888888895,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,No,Mailed check,0.37114427860696514,55.55,No,3999.599999999998,1,1
9481-WHGWY,Female,0.0,Yes,Yes,0.9722222222222223,Yes,No,DSL,Yes,No,No,Yes,Yes,Yes,Two year,No,Credit card (automatic),0.5681592039800994,5437.75,No,5593.114285714285,4,1
2725-KXXWT,Male,0.0,Yes,No,0.013888888888888895,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,0.7213930348258706,90.75,Yes,6533.999999999997,2,1
9565-DJPIB,Female,0.0,No,Yes,0.05555555555555558,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,No,Mailed check,0.7099502487562188,365.65,Yes,6581.699999999997,2,1
4328-VUFWD,Female,0.0,No,No,0.5416666666666667,Yes,No,DSL,No,No,No,Yes,No,Yes,One year,No,Electronic check,0.40845771144278603,2209.15,No,4078.430769230769,2,1
3301-LSLWQ,Female,0.0,No,No,0.4027777777777778,Yes,Yes,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,0.47611940298507455,1912.15,No,4747.4068965517245,2,1
7473-ZBDSN,Female,0.0,Yes,Yes,0.19444444444444448,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,0.005472636815920473,255.55,No,1314.2571428571428,0,0
3166-PNEOF,Female,0.0,No,No,0.8472222222222223,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),0.6786069651741293,5175.3,No,6108.55081967213,5,1
5639-NTUPK,Male,0.0,No,Yes,0.18055555555555558,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),0.33681592039800995,670.65,No,3714.36923076923,1,1
8780-YRMTT,Female,0.0,No,No,0.9166666666666667,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,No,Two year,Yes,Mailed check,0.2900497512437811,3177.25,No,3466.090909090909,4,1
8348-HFYIV,Male,0.0,No,No,0.02777777777777779,No,No phone service,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,0.30845771144278605,90.35,Yes,3252.5999999999985,3,1
5140-FOMCQ,Female,0.0,Yes,No,0.8194444444444445,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),0.9044776119402985,6557.75,No,8002.677966101694,5,1
6242-SGYTS,Male,0.0,Yes,Yes,0.8611111111111112,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,One year,Yes,Credit card (automatic),0.76318407960199,5791.85,No,6726.01935483871,3,1
8414-OOEEL,Male,0.0,No,Yes,0.9166666666666667,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),0.6094527363184079,5196.1,No,5668.472727272727,5,1
8454-AATJP,Female,0.0,No,No,1.0,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),0.9631840796019899,8405.0,No,8405.0,6,1
6849-WLEYG,Male,0.0,No,Yes,0.013888888888888895,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,0.014925373134328346,19.75,Yes,1421.9999999999993,0,0
4659-NZRUF,Female,0.0,No,No,0.26388888888888895,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,0.7651741293532339,1789.25,Yes,6780.315789473682,3,1
4531-AUZNK,Female,0.0,Yes,Yes,0.7083333333333334,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,No,One year,Yes,Mailed check,0.7651741293532339,5000.05,No,7058.894117647059,3,1
4191-XOVOM,Male,0.0,No,No,0.875,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,0.8671641791044775,6713.2,No,7672.228571428571,4,1
2150-OEGBV,Male,0.0,No,No,0.37500000000000006,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),0.01840796019900498,562.6,No,1500.2666666666664,0,0
8429-XIBUM,Male,0.0,No,No,0.3055555555555556,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),0.8268656716417909,2317.1,Yes,7583.2363636363625,3,1
4878-BUNFV,Male,0.0,Yes,Yes,0.5833333333333334,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,0.024378109452736274,828.85,No,1420.8857142857141,0,0
1872-EBWSC,Female,0.0,No,No,0.4027777777777778,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,0.02089552238805975,617.35,No,1532.7310344827586,0,0
2608-BHKFN,Female,0.0,No,No,0.05555555555555558,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),0.5154228855721392,266.9,Yes,4804.199999999997,0,1
7026-YMSBE,Male,0.0,No,No,0.4166666666666667,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,0.014427860696517358,625.05,No,1500.12,0,0
7341-LXCAF,Male,0.0,Yes,No,0.05555555555555558,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,0.5611940298507463,301.4,Yes,5425.199999999997,0,1
6997-UVGOX,Male,0.0,Yes,Yes,0.9861111111111112,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),0.6686567164179105,6029.9,No,6114.828169014084,6,1
9674-EHPPG,Male,0.0,Yes,No,0.638888888888889,No,No phone service,DSL,Yes,No,Yes,Yes,No,No,Two year,No,Credit card (automatic),0.22039800995024872,1842.7,No,2884.2260869565216,3,1
9462-MJUAW,Male,0.0,No,No,0.05555555555555558,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,0.31990049751243776,206.6,Yes,3718.7999999999984,0,1
8128-YVJRG,Female,0.0,No,No,0.09722222222222221,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,0.6109452736318408,604.7,Yes,6219.77142857143,1,1
5440-VHLUL,Male,0.0,No,No,0.9583333333333334,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),0.8651741293532338,7386.05,No,7707.182608695652,4,1
5781-BKHOP,Female,0.0,Yes,No,1.0,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,Two year,No,Bank transfer (automatic),0.8199004975124378,7334.05,No,7334.05,4,1
5213-TWWJU,Male,0.0,No,No,0.38888888888888895,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,No,Electronic check,0.7238805970149254,2626.15,No,6752.957142857142,3,1
1569-TTNYJ,Male,0.0,Yes,No,0.06944444444444453,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,0.6019900497512438,412.1,Yes,5934.2399999999925,1,1
7629-WIXZF,Female,0.0,No,No,0.09722222222222221,Yes,No,DSL,Yes,No,No,No,No,Yes,One year,Yes,Electronic check,0.40646766169154225,369.25,No,3798.0000000000005,2,1
5445-GLVOT,Female,0.0,No,No,0.3055555555555556,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,0.3139303482587064,1049.05,No,3433.254545454545,1,1
3976-HXHCE,Male,0.0,No,No,1.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),0.010447761194029848,1414.8,No,1414.8,0,0
2466-NEJOJ,Male,0.0,Yes,Yes,0.11111111111111116,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),0.013930348258706426,169.75,No,1527.7499999999993,0,0
0254-KCJGT,Male,0.0,Yes,No,0.7222222222222223,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,One year,Yes,Credit card (automatic),0.6283582089552239,4354.45,No,6029.238461538461,5,1
5472-CVMDX,Female,0.0,No,No,0.9444444444444444,No,No phone service,DSL,Yes,No,Yes,Yes,No,No,Two year,No,Mailed check,0.20547263681592037,2719.2,No,2879.1529411764704,3,1
6461-SZMCV,Female,0.0,Yes,No,0.9861111111111112,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),0.6935323383084577,6365.35,No,6455.002816901409,6,1
8150-QUDFX,Male,0.0,No,No,0.02777777777777779,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,0.015920398009950265,51.6,No,1857.5999999999992,0,0
2346-DJQTB,Female,0.0,No,No,0.48611111111111116,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,0.05870646766169152,812.5,No,1671.4285714285713,0,1
1697-LYYYX,Female,0.0,Yes,Yes,0.8472222222222223,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),0.008457711442786064,1143.8,No,1350.0590163934423,0,0
